name,institution,homepage,scholarid,region,country
Samer Lahoud,Dalhousie University,https://www.dal.ca/faculty/computerscience/faculty-staff/Samer-Lahoud.html,Fnkc3a4AAAAJ,north america,ca
Samer S. Habre,Lebanese American University,http://sas.lau.edu.lb/csm/people/shabre.php,rY1x32oAAAAJ,asia,lb
Samet Oymak,University of Michigan,http://www.sametoymak.com,AY6InkoAAAAJ,north america,us
Sami Haddadin,MBZUAI,https://mbzuai.ac.ae/study/faculty/sami-haddadin,H1v0ztEAAAAJ,asia,ae
Sami S. Brandt,IT University of Copenhagen,http://image.diku.dk/sbrandt,P7lhQ30AAAAJ,europe,dk
Sami Sebastian Brandt,IT University of Copenhagen,http://image.diku.dk/sbrandt,P7lhQ30AAAAJ,europe,dk
Sami Serhan,University of Jordan,http://www.psut.edu.jo/users/prof-sami-serhan,xyS6meEAAAAJ,asia,jo
Samik Basu 0001,Iowa State University,http://www.cs.iastate.edu/~sbasu,qa9dTwkAAAAJ,north america,us
Samir Borgohain,National Institute of Technology Silchar,http://cs.nits.ac.in/samir,sxajfT0AAAAJ,asia,in
Samir Chatterjee,Claremont Graduate University,https://www.cgu.edu/people/samir-chatterjee,NOSCHOLARPAGE,north america,us
Samir Datta,CMI,http://www.cmi.ac.in/~sdatta,rQj5IIkAAAAJ,asia,in
Samir Khuller,Northwestern University,https://www.samirkhuller.com,6vXTtDQAAAAJ,north america,us
Samir Kumar Borgohain,National Institute of Technology Silchar,http://cs.nits.ac.in/samir,sxajfT0AAAAJ,asia,in
Samir R. Das,Stony Brook University,http://www3.cs.stonybrook.edu/~samir,frOtmtAAAAAJ,north america,us
Samir Ranjan Das,Stony Brook University,http://www3.cs.stonybrook.edu/~samir,frOtmtAAAAAJ,north america,us
Samira Ebrahimi Kahou,University of Calgary,https://saebrahimi.github.io,F99FuaAAAAAJ,north america,ca
Samira Manabi Khan,University of Virginia,http://www.cs.virginia.edu/~smk9u,NOSCHOLARPAGE,north america,us
Samira Mirbagher Ajorpaz,North Carolina State University,https://mirbagher.com,jcO-2qwAAAAJ,north america,us
Samira Sadaoui,University of Regina,http://www.cs.uregina.ca/People/Profiles/SamiraSadaouiMouhoub.html,NOSCHOLARPAGE,north america,ca
Samit Bhattacharya,IIT Guwahati,http://www.iitg.ernet.in/samit,oXu5o6gAAAAJ,asia,in
Samitha Elvitigala,Monash University,https://research.monash.edu/en/persons/don-samitha-samitha-elvitigala,IZJ_0EMAAAAJ,australasia,au
Sampalli Srinivas,Dalhousie University,https://web.cs.dal.ca/~srini,NOSCHOLARPAGE,north america,ca
Sampath Kannan,University of Pennsylvania,https://www.cis.upenn.edu/~kannan,WhvtccoAAAAJ,north america,us
Sampsa Hyysalo,Aalto University,https://inuse.fi/people/sampsa-hyysalo,Uzl_pPYAAAAJ,europe,fi
Sampsa Pursiainen,Tampere University,https://www.tuni.fi/en/sampsa-pursiainen,apRQxxAAAAAJ,europe,fi
Samrat Mondal,IIT Patna,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/dr-samrat-mondal.html,NOSCHOLARPAGE,asia,in
Samson Abramsky,University College London,https://www.cs.ox.ac.uk/samson.abramsky,L2vmD3MAAAAJ,europe,gb
Samson Zhou,Texas A&M University,https://samsonzhou.github.io,NpjsgocAAAAJ,north america,us
Samuel B. Hopkins 0001,Massachusetts Institute of Technology,https://www.samuelbhopkins.com,E_a3VB4AAAAJ,north america,us
Samuel Carton,University of New Hampshire,https://shcarton.github.io,Zx7iVcUAAAAJ,north america,us
Samuel Dov Gordon,George Mason University,http://cs.gmu.edu/~gordon,wS_5894AAAAJ,north america,us
Samuel Fiorini,Université libre de Bruxelles,http://homepages.ulb.ac.be/~sfiorini,Klc6YZcAAAAJ,europe,be
Samuel Hopkins 0001,Massachusetts Institute of Technology,https://www.samuelbhopkins.com,E_a3VB4AAAAJ,north america,us
Samuel Horvath,MBZUAI,https://mbzuai.ac.ae/study/faculty/samuel-horvath,k252J7kAAAAJ,asia,ae
Samuel Horváth,MBZUAI,https://mbzuai.ac.ae/study/faculty/samuel-horvath,k252J7kAAAAJ,asia,ae
Samuel Hym,CRIStAL,https://www.cristal.univ-lille.fr/profil/hym,NOSCHOLARPAGE,europe,fr
Samuel J. Lomonaco,Univ. of Maryland - Baltimore County,http://www.csee.umbc.edu/~lomonaco,0PMb9xcAAAAJ,north america,us
Samuel J. Lomonaco Jr.,Univ. of Maryland - Baltimore County,http://www.csee.umbc.edu/~lomonaco,0PMb9xcAAAAJ,north america,us
Samuel Kadoury,Polytechnique Montreal,https://www.polymtl.ca/expertises/en/kadoury-samuel,HOov_S8AAAAJ,north america,ca
Samuel Kaski,Aalto University,https://users.ics.aalto.fi/sami,uF6H9jMAAAAJ,europe,fi
Samuel Kounev,University of Würzburg,https://se.informatik.uni-wuerzburg.de/software-engineering-group/staff/samuel-kounev,1iN71-YAAAAJ,europe,de
Samuel L. Braunstein,University of York,https://www-users.cs.york.ac.uk/~schmuel,jh-mlXoAAAAJ,europe,gb
Samuel Madden 0001,Massachusetts Institute of Technology,http://db.csail.mit.edu/madden,a1ngrCIAAAAJ,north america,us
Samuel N. Kamin,Univ. of Illinois at Urbana-Champaign,http://loome.cs.uiuc.edu/kamin,NOSCHOLARPAGE,north america,us
Samuel R. Buss,Univ. of California - San Diego,http://www.math.ucsd.edu/~sbuss,HlXPvCoAAAAJ,north america,us
Samuel R. Madden,Massachusetts Institute of Technology,http://db.csail.mit.edu/madden,a1ngrCIAAAAJ,north america,us
Samuel S. Wagstaff Jr.,Purdue University,https://www.cs.purdue.edu/people/ssw,NOSCHOLARPAGE,north america,us
Samuel Staton,University of Oxford,http://www.cs.ox.ac.uk/people/samuel.staton/main.html,4ZGaYlIAAAAJ,europe,gb
Samuel T. King,Univ. of California - Davis,https://bob.cs.ucdavis.edu,ca7sXDUAAAAJ,north america,us
Samuel Talmadge King,Univ. of California - Davis,https://bob.cs.ucdavis.edu,ca7sXDUAAAAJ,north america,us
Samuel Z. Guyer,Tufts University,http://www.cs.tufts.edu/~sguyer,3X9nW80AAAAJ,north america,us
Samy Meftali,CRIStAL,https://www.cristal.univ-lille.fr/profil/meftali,W-8M4_YAAAAJ,europe,fr
Sana Belguith,University of Bristol,https://research-information.bris.ac.uk/en/persons/sana-belguith,iZDvtRkAAAAJ,europe,gb
Sanaa Abdullah M. Sharaf,King Abdulaziz University,http://www.kau.edu.sa/Contacts.aspx?Site_ID=0&Lng=EN&Ch=47&ctl00_ContentPlaceHolder1_RadGrid1ChangePage=22_50,NOSCHOLARPAGE,asia,sa
Sanaa Sharaf,King Abdulaziz University,http://www.kau.edu.sa/Contacts.aspx?Site_ID=0&Lng=EN&Ch=47&ctl00_ContentPlaceHolder1_RadGrid1ChangePage=22_50,NOSCHOLARPAGE,asia,sa
Sanaa Sharafeddine,Lebanese American University,http://sas.lau.edu.lb/csm/people/sanaa-sharafeddine.php,a9_xXAwAAAAJ,asia,lb
Sanasam Ranbir Singh,IIT Guwahati,https://www.iitg.ernet.in/ranbir,NOSCHOLARPAGE,asia,in
Sanaz Mostaghim,University of Magdeburg,http://ci.ovgu.de,bvgkhBAAAAAJ,europe,de
Sanchari Das,University of Denver,https://ritchieschool.du.edu/about/people/sanchari-das,nw3Rv28AAAAJ,north america,us
Sanchuan Chen,Auburn University,https://schuan.github.io,mWLdekkAAAAJ,north america,us
Sanda M. Harabagiu,University of Texas at Dallas,http://www.utdallas.edu/~sanda,fkyBx9EAAAAJ,north america,us
Sandareka Wickramanayake,University of Moratuwa,https://sandareka.github.io,6mlKqLgAAAAJ,asia,lk
Sandeep Chandran,IIT Palakkad,https://www.iitpkd.ac.in/people/sandeepchandran,NOSCHOLARPAGE,asia,in
Sandeep Juneja,Tata Inst. of Fundamental Research,http://www.tcs.tifr.res.in/~sandeepj,Tfgv6VgAAAAJ,asia,in
Sandeep Juneja 0001,Tata Inst. of Fundamental Research,http://www.tcs.tifr.res.in/~sandeepj,Tfgv6VgAAAAJ,asia,in
Sandeep K. Juneja,Tata Inst. of Fundamental Research,http://www.tcs.tifr.res.in/~sandeepj,Tfgv6VgAAAAJ,asia,in
Sandeep K. S. Gupta,Arizona State University,https://cidse.engineering.asu.edu/directory/gupta-sandeep,U9bcQkMAAAAJ,north america,us
Sandeep K. Shukla,IIT Kanpur,http://www.cse.iitk.ac.in/users/sandeeps,SKqctYsAAAAJ,asia,in
Sandeep Kaur Kuttal,North Carolina State University,https://www.csc.ncsu.edu/people/skuttal,RNfafUcAAAAJ,north america,us
Sandeep Kulkarni,Michigan State University,http://www.cse.msu.edu/~sandeep,9us9lu0AAAAJ,north america,us
Sandeep Kumar 0002,IIT Delhi,https://sites.google.com/view/sandeepkr/home,lycMMW8AAAAJ,asia,in
Sandeep Kumar Shukla,IIT Kanpur,http://www.cse.iitk.ac.in/users/sandeeps,SKqctYsAAAAJ,asia,in
Sandeep Manjanna,Plaksha University,https://plaksha.edu.in/faculty-details/dr-sandeep-manjanna,FkRY-OcAAAAJ,asia,in
Sandeep Neema,Vanderbilt University,https://engineering.vanderbilt.edu/bio/?pid=sandeep-neema,OhUZTZ0AAAAJ,north america,us
Sandeep Sen,IIT Delhi,http://www.cse.iitd.ac.in/~ssen,GK7JUpkAAAAJ,asia,in
Sandeep Silwal,University of Wisconsin - Madison,https://sandeepsilwal.com,MnDnUvcAAAAJ,north america,us
Sander Bakkes,Utrecht University,http://sander.landofsand.com,R4OXfi4AAAAJ,europe,nl
Sander C. J. Bakkes,Utrecht University,http://sander.landofsand.com,R4OXfi4AAAAJ,europe,nl
Sander J. J. Leemans,RWTH Aachen University,https://leemans.ch/Sander,5_gCz9oAAAAJ,europe,de
Sander M. Bohte,CWI,http://homepages.cwi.nl/~sbohte,zHlebkUAAAAJ,europe,nl
Sander M. Bohté,CWI,http://homepages.cwi.nl/~sbohte,zHlebkUAAAAJ,europe,nl
Sandhya Dwarkadas,University of Virginia,https://engineering.virginia.edu/faculty/sandhya-dwarkadas,L1pb8GUAAAAJ,north america,us
Sandhya Saisubramanian,Oregon State University,https://www.sandhyasai.com,pUWf24gAAAAJ,north america,us
Sandip Chakraborty 0001,IIT Kharagpur,http://cse.iitkgp.ac.in/~sandipc,pQ6C8YAAAAAJ,asia,in
Sandip Das 0001,ISI Kolkata,https://www.isical.ac.in/~sandipdas,nb68w1cAAAAJ,asia,in
Sandip Roy,Washington State University,http://www.eecs.wsu.edu/~sroy,kZCVufIAAAAJ,north america,us
Sandip Sen,University of Tulsa,http://sandip.ens.utulsa.edu,UCTa4eAAAAAJ,north america,us
Sandiway Fong,University of Arizona,http://elmo.sbs.arizona.edu/sandiway,NOSCHOLARPAGE,north america,us
Sandra Carberry,University of Delaware,https://www.eecis.udel.edu/~carberry,NOSCHOLARPAGE,north america,us
Sandra Céspedes,Concordia University,http://explore.concordia.ca/sandra-cespedes,8RDQ4k8AAAAJ,north america,ca
Sandra Céspedes Umaña,Concordia University,http://explore.concordia.ca/sandra-cespedes,8RDQ4k8AAAAJ,north america,ca
Sandra Geisler,RWTH Aachen University,https://dbis.rwth-aachen.de/dbis/index.php/user/sgeisler,T9sjzQUAAAAJ,europe,de
Sandra Hirche,TU Munich,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/pl/ui/$ctx/visitenkarte.show_vcard?$ctx=design=ca2;header=max;lang=de&pPersonenGruppe=3&pPersonenId=F8E4B4CD2678ABC1,1HUVcBkAAAAJ,europe,de
Sandra J. R. Rodriguez,Universidad de los Andes,http://profesores.virtual.uniandes.edu.co/sarueda,picn4ngAAAAJ,southamerica,co
Sandra Julieta Rueda,Universidad de los Andes,http://profesores.virtual.uniandes.edu.co/sarueda,picn4ngAAAAJ,southamerica,co
Sandra Kübler,Indiana University,https://cl.indiana.edu/~skuebler,uhM9L5sAAAAJ,north america,us
Sandra L. Mitchell,Clemson University,https://people.cs.clemson.edu/~shedet/Sandee_Hedetniemi/Blank.html,QStDPcwAAAAJ,north america,us
Sandra M. Aluísio,USP-ICMC,http://icmc.usp.br/pessoas?id=109687,9mDOHngAAAAJ,southamerica,br
Sandra Maria Aluísio,USP-ICMC,http://icmc.usp.br/pessoas?id=109687,9mDOHngAAAAJ,southamerica,br
Sandra Mitchell Hedetniemi,Clemson University,https://people.cs.clemson.edu/~shedet/Sandee_Hedetniemi/Blank.html,QStDPcwAAAAJ,north america,us
Sandra Rueda,Universidad de los Andes,http://profesores.virtual.uniandes.edu.co/sarueda,picn4ngAAAAJ,southamerica,co
Sandra Scott-Hayward,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=s.scott-hayward,ljmCEHIAAAAJ,europe,gb
Sandra Siby,NYU Abu Dhabi,https://nyuad.nyu.edu/en/academics/divisions/engineering/faculty/sandra-siby.html,F8iusbIAAAAJ,asia,ae
Sandra Siegert,IST Austria,https://ist.ac.at/research/research-groups/siegert-group,Kus1pPwAAAAJ,europe,at
Sandra Zilles,University of Regina,http://www.cs.uregina.ca/People/Profiles/SandraZilles.html,gkUY7QMAAAAJ,north america,ca
Sandro Etalle,TU Eindhoven,http://www.win.tue.nl/~setalle,pS-2CjYAAAAJ,europe,nl
Sandro Fouché,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/sfouche.html,NOSCHOLARPAGE,north america,us
Sandro Luigi Fiore,University of Trento,https://webapps.unitn.it/du/en/Persona/PER0228723/Didattica,VmTh7jcAAAAJ,europe,it
Sandro Rigo,UNICAMP,http://www.ic.unicamp.br/~sandro,Bkd9ZXkAAAAJ,southamerica,br
Sandro Spina,University of Malta,https://www.um.edu.mt/profile/sandrospina,xZnYeM8AAAAJ,europe,mt
Sandy Garner,University of Otago,http://www.cs.otago.ac.nz/staff/Sandy_Garner,NOSCHOLARPAGE,australasia,nz
Sandy Gould,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/gould-sandy.aspx,DF7FgAQAAAAJ,europe,gb
Sandy Irani,Univ. of California - Irvine,https://www.ics.uci.edu/~irani,dBhm_oIAAAAJ,north america,us
Sandy J. J. Gould,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/gould-sandy.aspx,DF7FgAQAAAAJ,europe,gb
Sanem Kabadayi,Istanbul Technical University,http://web.itu.edu.tr/kabadayi,NOSCHOLARPAGE,europe,tr
Sanem Sariel,Istanbul Technical University,http://web.itu.edu.tr/sariel,Fw0RC2IAAAAJ,europe,tr
Sanem Sariel Talay,Istanbul Technical University,http://web.itu.edu.tr/sariel,Fw0RC2IAAAAJ,europe,tr
Sang Ho Yoon,KAIST,https://hcitech.org,ejaRQn8AAAAJ,asia,kr
Sang Kil Cha,KAIST,http://softsec.kaist.ac.kr/~sangkilc,kV40DzcAAAAJ,asia,kr
Sang Lyul Min,Seoul National University,http://archi.snu.ac.kr/symin,U4ewRr0AAAAJ,asia,kr
Sang Won Lee 0001,Sungkyunkwan University,http://prof.icc.skku.ac.kr/~swlee,9a-vkpgAAAAJ,asia,kr
Sang Won Lee 0002,Virginia Tech,http://people.cs.vt.edu/sangwonlee,II2NGWIAAAAJ,north america,us
Sang Woo Jun,Univ. of California - Irvine,https://www.ics.uci.edu/~swjun,l9zZMOYAAAAJ,north america,us
Sang-Goo Lee,Seoul National University,http://ids.snu.ac.kr/site/members/M_Sang-goo_Lee.html,sg7xgbsAAAAJ,asia,kr
Sang-Hyun Park 0003,Yonsei University,http://delab.yonsei.ac.kr/sanghyun,wVcle04AAAAJ,asia,kr
Sang-Won Lee 0001,Sungkyunkwan University,http://prof.icc.skku.ac.kr/~swlee,9a-vkpgAAAAJ,asia,kr
Sang-Woo Jun,Univ. of California - Irvine,https://www.ics.uci.edu/~swjun,l9zZMOYAAAAJ,north america,us
Sang-Wook Kim,Hanyang University,http://www.agape.hanyang.ac.kr/members/prof,ed2vz_oAAAAJ,asia,kr
Sang-Yoon Chang,UCCS,https://academics.uccs.edu/~schang2,m9j4C0gAAAAJ,north america,us
Sang-goo Lee,Seoul National University,http://ids.snu.ac.kr/site/members/M_Sang-goo_Lee.html,sg7xgbsAAAAJ,asia,kr
Sang-hyo Park,Kyungpook National University,http://sites.google.com/view/knuvi,ZG8REuYAAAAJ,asia,kr
SangKeun Lee 0001,Korea University,http://dilab.korea.ac.kr/?page_id=658,BGSUpLgAAAAJ,asia,kr
Sangeetha Abdu Jyothi,Univ. of California - Irvine,https://www.ics.uci.edu/~sabdujyo,MFZC4EgAAAAJ,north america,us
Sangeun Oh,Korea University,https://mes.korea.ac.kr,4RSmVagAAAAJ,asia,kr
Sanghack Lee,Seoul National University,https://www.sanghacklee.me,hsxjzdkAAAAJ,asia,kr
Sanghamitra Bandyopadhyay,ISI Kolkata,https://www.isical.ac.in/~sanghami,mHrEBuUAAAAJ,asia,in
Sanghamitra Dutta,University of Maryland - College Park,https://www.cs.umd.edu/people/sanghamd,BgaqaXwAAAAJ,north america,us
Sangharatna Godboley,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/17074,_HlGuXAAAAAJ,asia,in
Sangharatna J. Godboley,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/17074,_HlGuXAAAAAJ,asia,in
Sanghyun Hong 0001,Oregon State University,https://sanghyun-hong.github.io,664LW90AAAAJ,north america,us
Sanghyun Park 0003,Yonsei University,http://delab.yonsei.ac.kr/sanghyun,wVcle04AAAAJ,asia,kr
Sangjin Hong,Stony Brook University,http://www.stonybrook.edu/commcms/electrical/people/Hong_Sangjin.html,NOSCHOLARPAGE,north america,us
Sangjin Lee 0002,Korea University,https://dfrc.korea.ac.kr,saNBwbQAAAAJ,asia,kr
Sangkyun Lee 0002,Korea University,https://air.korea.ac.kr,H9TufgYAAAAJ,asia,kr
Sanglu Lu,Nanjing University,https://cs.nju.edu.cn/58/1e/c2639a153630/page.htm,NOSCHOLARPAGE,asia,cn
Sangmi Lee Pallickara,Colorado State University,http://www.cs.colostate.edu/~sangmi,3_rdKBsAAAAJ,north america,us
Sangmi Pallickara,Colorado State University,http://www.cs.colostate.edu/~sangmi,3_rdKBsAAAAJ,north america,us
Sangtae Ha,University of Colorado Boulder,http://ngn.cs.colorado.edu/~sangtaeha,GcMKuu8AAAAJ,north america,us
Sanguthevar Rajasekaran,University of Connecticut,http://www.engr.uconn.edu/~rajasek,fKoTRs8AAAAJ,north america,us
Sangwook Kim,Kyungpook National University,http://media.knu.ac.kr,NOSCHOLARPAGE,asia,kr
Sanidhya Kashyap,EPFL,https://sanidhya.github.io,rJTH4mYAAAAJ,europe,ch
Sanjam Garg,Univ. of California - Berkeley,http://www.cs.berkeley.edu/~sanjamg,mb8mQH8AAAAJ,north america,us
Sanjay Bhattacherjee,Ecole Normale Superieure de Lyon,http://perso.ens-lyon.fr/sanjay.bhattacherjee,rpUwbWIAAAAJ,europe,fr
Sanjay G. Rao,Purdue University,https://engineering.purdue.edu/~sanjay,v_uxLhgAAAAJ,north america,us
Sanjay Jain 0001,National University of Singapore,https://www.comp.nus.edu.sg/~sanjay,PYOH-4kAAAAJ,asia,sg
Sanjay Jha,UNSW,http://www.cse.unsw.edu.au/~sjha,Hiv2PjEAAAAJ,australasia,au
Sanjay Jha 0001,UNSW,http://www.cse.unsw.edu.au/~sjha,Hiv2PjEAAAAJ,australasia,au
Sanjay K. Bose,Plaksha University,https://user.plaksha.edu.in/sanjay-bose,BR6HchkAAAAJ,asia,in
Sanjay K. Jha,UNSW,http://www.cse.unsw.edu.au/~sjha,Hiv2PjEAAAAJ,australasia,au
Sanjay K. Sahay,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/ssahay/profile,i6lSvKEAAAAJ,asia,in
Sanjay Krishnan,University of Chicago,http://sanjayk.io,Yxh9WWoAAAAJ,north america,us
Sanjay Kumar Bose,Plaksha University,https://user.plaksha.edu.in/sanjay-bose,BR6HchkAAAAJ,asia,in
Sanjay Kumar Jha,UNSW,http://www.cse.unsw.edu.au/~sjha,q05SjeoAAAAJ,australasia,au
Sanjay Kumar Madria,Missouri University of Technology,http://web.mst.edu/~cswebdb,4xAVBVIAAAAJ,north america,us
Sanjay Kumar Sahay,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/ssahay/profile,i6lSvKEAAAAJ,asia,in
Sanjay Kumar Singh,IIT (BHU) Varanasi,http://www.iitbhu.ac.in/cse/index.php/people/faculty/25.html,YEmMQUgAAAAJ,asia,in
Sanjay Madria,Missouri University of Technology,http://web.mst.edu/~cswebdb,4xAVBVIAAAAJ,north america,us
Sanjay Mathrani,Massey University,http://www.massey.ac.nz/massey/expertise/profile.cfm?stref=534040,JXQvDqEAAAAJ,australasia,nz
Sanjay Modgil,King's College London,https://www.kcl.ac.uk/people/sanjay-modgil,JSARf0MAAAAJ,europe,gb
Sanjay Purushotham,Univ. of Maryland - Baltimore County,https://sanjayp.is.umbc.edu,Q0iwucYAAAAJ,north america,us
Sanjay Rajopadhye,Colorado State University,http://www.cs.colostate.edu/~svr,fYOdJ-oAAAAJ,north america,us
Sanjay Ranka,University of Florida,https://www.cise.ufl.edu/people/faculty/ranka,j7WSgbwAAAAJ,north america,us
Sanjay Rawat 0001,University of Bristol,http://www.bristol.ac.uk/engineering/people/sanjay-rawat/index.html,9T1aL3wAAAAJ,europe,gb
Sanjay Srivastava,DAIICT,http://intranet.daiict.ac.in/~sanjay_srivastava,VpSSqi0AAAAJ,asia,in
Sanjay V. Rajopadhye,Colorado State University,http://www.cs.colostate.edu/~svr,fYOdJ-oAAAAJ,north america,us
Sanjaya K. Panda,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/17027,Amtx7OIAAAAJ,asia,in
Sanjaya Kumar Panda,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/17027,Amtx7OIAAAAJ,asia,in
Sanjeev Arora,Princeton University,https://www.cs.princeton.edu/~arora,RUP4S68AAAAJ,north america,us
Sanjeev Baskiyar,Auburn University,http://www.eng.auburn.edu/~baskiyar,hrOiwPIAAAAJ,north america,us
Sanjeev Bedi,University of Waterloo,https://uwaterloo.ca/mechanical-mechatronics-engineering/profile/sbedi,FrrPL50AAAAJ,north america,ca
Sanjeev Gupta,DAIICT,http://www.daiict.ac.in/daiict/people/faculty.html,yJ50KJsAAAAJ,asia,in
Sanjeev Khanna,University of Pennsylvania,http://www.cis.upenn.edu/~sanjeev,HriWXcEAAAAJ,north america,us
Sanjeev Khudanpur,Johns Hopkins University,https://www.clsp.jhu.edu/faculty/sanjeev-khudanpur,K-BdgNwAAAAJ,north america,us
Sanjeev Saxena,IIT Kanpur,http://www.iitk.ac.in/new/dr-sanjeev-saxena,_hRiGsQAAAAJ,asia,in
Sanjeev Setia,George Mason University,https://cs.gmu.edu/~setia,UlbFDqoAAAAJ,north america,us
Sanjiang Li,University of Technology Sydney,https://www.uts.edu.au/staff/sanjiang.li,NOSCHOLARPAGE,australasia,au
Sanjib Sur 0001,University of South Carolina,https://cse.sc.edu/~sur,sgShf0sAAAAJ,north america,us
Sanjiban Choudhury,Cornell University,https://www.sanjibanchoudhury.com,5lB_d78AAAAJ,north america,us
Sanjit A. Seshia,Univ. of California - Berkeley,https://people.eecs.berkeley.edu/~sseshia,SlZavnIAAAAJ,north america,us
Sanjit Chatterjee,IISc Bangalore,http://www.csa.iisc.ac.in/~sanjit,bbLLOyIAAAAJ,asia,in
Sanjit Seshia,Univ. of California - Berkeley,https://people.eecs.berkeley.edu/~sseshia,SlZavnIAAAAJ,north america,us
Sanjiv Kapoor,Illinois Institute of Technology,https://science.iit.edu/people/faculty/sanjiv-kapoor,5KwApbgAAAAJ,north america,us
Sanjiva Prasad,IIT Delhi,http://www.cse.iitd.ernet.in/~sanjiva,NOSCHOLARPAGE,asia,in
