name,institution,homepage,scholarid,region,country
Ryan S. Baker 0001,University of Pennsylvania,http://www.upenn.edu/learninganalytics/ryanbaker/index.html,hvs8PEoAAAAJ,north america,us
Ryan Shaun Baker,University of Pennsylvania,http://www.upenn.edu/learninganalytics/ryanbaker/index.html,hvs8PEoAAAAJ,north america,us
Ryan Shaun Joazeiro de Baker,University of Pennsylvania,http://www.upenn.edu/learninganalytics/ryanbaker/index.html,hvs8PEoAAAAJ,north america,us
Ryan Shea,Simon Fraser University,http://www.sfu.ca/~rws1,rOPt1L4AAAAJ,north america,ca
Ryan St. Pierre,University at Buffalo,https://cse.buffalo.edu/~ryans,2zrGIDIAAAAJ,north america,us
Ryan Stansifer,Florida Institute of Technology,https://cs.fit.edu/~ryan,NOSCHOLARPAGE,north america,us
Ryan Stutsman,University of Utah,https://faculty.utah.edu/u0982239-Ryan_Stutsman/teaching/index.hml,pyZ_FH4AAAAJ,north america,us
Ryan Tibshirani,Carnegie Mellon University,http://www.stat.cmu.edu/~ryantibs,cQ1P1qoAAAAJ,north america,us
Ryan Williams 0001,Massachusetts Institute of Technology,https://people.csail.mit.edu/rrw,Wp38QQYAAAAJ,north america,us
Rym Mili,University of Texas at Dallas,http://www.utdallas.edu/~rmili,NOSCHOLARPAGE,north america,us
Rym Wenkstern,University of Texas at Dallas,http://www.utdallas.edu/~rmili,NOSCHOLARPAGE,north america,us
Rym Z. Wenkstern,University of Texas at Dallas,http://www.utdallas.edu/~rmili,NOSCHOLARPAGE,north america,us
Rym Zalila Mili,University of Texas at Dallas,http://www.utdallas.edu/~rmili,NOSCHOLARPAGE,north america,us
Rym Zalila-Wenkstern,University of Texas at Dallas,http://www.utdallas.edu/~rmili,NOSCHOLARPAGE,north america,us
Rynson W. H. Lau,City University of Hong Kong,https://www.cs.cityu.edu.hk/~rynson,KilQqKYAAAAJ,asia,hk
Ryo Kashima,Tokyo Institute of Technology,http://www.is.c.titech.ac.jp/~is0000_kashima/lab/index-e.html,NOSCHOLARPAGE,asia,jp
Ryo Suzuki 0001,University of Colorado Boulder,https://ryosuzuki.org,klWjaQIAAAAJ,north america,us
Ryohei Kanzaki,University of Tokyo,http://www.rcast.u-tokyo.ac.jp/research/people/staff-kanzaki_ryohei_en.html,91sdymMAAAAJ,asia,jp
Ryszard Janicki,McMaster University,http://www.cas.mcmaster.ca/~janicki,NOSCHOLARPAGE,north america,ca
Ryuhei Mori,Tokyo Institute of Technology,http://q.c.titech.ac.jp/profile.html,7q_zIE0AAAAJ,asia,jp
Ryuichi Shigemoto,IST Austria,https://ist.ac.at/research/research-groups/shigemoto-group,NOSCHOLARPAGE,europe,at
Ryuma Niiyama,University of Tokyo,http://www.isi.imi.i.u-tokyo.ac.jp/en/member.html,NOSCHOLARPAGE,asia,jp
Ryusuke Sagawa,University of Tsukuba,https://staff.aist.go.jp/ryusuke.sagawa,aqKxVlQAAAAJ,asia,jp
Rémi A. Chou,University of Texas at Arlington,https://remichou.github.io,1yJ_XP8AAAAJ,north america,us
Rémi Emonet,Université Jean Monnet,http://home.heeere.com,TOqZIGgAAAAJ,europe,fr
Rémi Gilleron,CRIStAL,https://sites.google.com/view/remi-gilleron,dKliE7IAAAAJ,europe,fr
Rúben Gouveia 0001,Universidade de Lisboa,https://www.rubengouveia.com,3Of_dqIAAAAJ,europe,pt
Rúben H. de Freitas Gouveia,Universidade de Lisboa,https://www.rubengouveia.com,3Of_dqIAAAAJ,europe,pt
Rüdiger Dillmann,Karlsruhe Institute of Technology,http://his.anthropomatik.kit.edu/21_321.php,8q019n8AAAAJ,europe,de
Rüdiger Ehlers,TU Clausthal,https://www.isse.tu-clausthal.de/ueber-uns/team-neu/institutsverwaltung/prof-dr-ruediger-ehlers,nAD0OHIAAAAJ,europe,de
Rüdiger Kapitza,TU Braunschweig,https://www.ibr.cs.tu-bs.de/users/kapitza,YRYGWv0AAAAJ,europe,de
Rüdiger L. Urbanke,EPFL,https://people.epfl.ch/rudiger.urbanke,vFWw1NoAAAAJ,europe,ch
Rüdiger Reischuk,University of Lübeck,http://www.tcs.uni-luebeck.de/mitarbeiter/reischuk,NOSCHOLARPAGE,europe,de
Rüdiger Schack,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/ruediger-schack,tjusX-4AAAAJ,europe,gb
Rüdiger Westermann,TU Munich,https://wwwcg.in.tum.de/group/persons/westermann.html,a8YUuWwAAAAJ,europe,de
S. A. Puzynina,Ecole Normale Superieure de Lyon,http://math.nsc.ru/~puzynina,NOSCHOLARPAGE,europe,fr
S. Akshay 0001,IIT Bombay,https://www.cse.iitb.ac.in/~akshayss,0XXd3J0AAAAJ,asia,in
S. Arun-Kumar 0004,IIT Delhi,http://www.cse.iitd.ernet.in/~sak,kfWW5x4AAAAJ,asia,in
S. Arunkumar 0004,IIT Delhi,http://www.cse.iitd.ernet.in/~sak,kfWW5x4AAAAJ,asia,in
S. Bapi Raju,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/rajubapi,bbSYyiAAAAAJ,asia,in
S. Ben Slimane,KTH Royal Institute of Technology,https://www.kth.se/profile/slimane,zSfzj6sAAAAJ,europe,se
S. C. Mukhopadhyay,Massey University,http://www.massey.ac.nz/massey/expertise/profile.cfm?stref=265530,fsu2yL8AAAAJ,australasia,nz
S. C. Mukhopadhyay 0001,Massey University,http://www.massey.ac.nz/massey/expertise/profile.cfm?stref=265530,fsu2yL8AAAAJ,australasia,nz
S. Dov Gordon,George Mason University,http://cs.gmu.edu/~gordon,wS_5894AAAAJ,north america,us
S. E. M. O'Keefe,University of York,https://www-users.cs.york.ac.uk/~sok,QL1JHlUAAAAJ,europe,gb
S. Hamed Hassani,University of Pennsylvania,https://www.seas.upenn.edu/~hassani,M9V6y-0AAAAJ,north america,us
S. J. Creese,University of Oxford,http://www.cs.ox.ac.uk/sadie.creese,hZ3DmHkAAAAJ,europe,gb
S. J. Overbeek,Utrecht University,http://www.sietseoverbeek.nl,JEmkfmsAAAAJ,europe,nl
S. J. Wright,Monash University,http://monash.edu/research/explore/en/persons/steven-wright(40be3258-c026-4e34-a74d-08837c38344b).html,icJpxpMAAAAJ,australasia,au
S. Krishna 0004,IIT Bombay,https://www.cse.iitb.ac.in/~krishnas,14JlaZsAAAAJ,asia,in
S. Lakshmivarahan,University of Oklahoma,http://www.ou.edu/coe/cs/people/varahan,NOSCHOLARPAGE,north america,us
S. M. Rezaul Hasan,Massey University,http://www.massey.ac.nz/~smhasan,NOSCHOLARPAGE,australasia,nz
S. M. Shahriar Nirjon,University of North Carolina,http://cs.unc.edu/~nirjon,CsGlDGEAAAAJ,north america,us
S. Manoharan,University of Auckland,https://unidirectory.auckland.ac.nz/profile/s-manoharan,55FwvisAAAAJ,australasia,nz
S. Masoud Sadjadi,Florida International University,http://www.cis.fiu.edu/~sadjadi,qmkC7FQAAAAJ,north america,us
S. Matthew Weinberg,Princeton University,https://www.cs.princeton.edu/~smattw,CBUpEcQAAAAJ,north america,us
S. P. Luttik,TU Eindhoven,http://www.win.tue.nl/~luttik,mwYLD4QAAAAJ,europe,nl
S. P. Suresh,CMI,http://www.cmi.ac.in/~spsuresh,S0fWcAoAAAAJ,asia,in
S. Prahallad Kishore,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/kishore,3-8i_54AAAAJ,asia,in
S. Q. Zheng,University of Texas at Dallas,http://www.utdallas.edu/~sizheng,NOSCHOLARPAGE,north america,us
S. Q. Zheng 0001,University of Texas at Dallas,http://www.utdallas.edu/~sizheng,NOSCHOLARPAGE,north america,us
S. R. N. Reddy,IGDTUW,https://www.igdtuw.ac.in/computerScience.php?name=SRNReddy,KC5ePSoAAAAJ,asia,in
S. R. S. Iyengar,IIT Ropar,http://sudarshaniyengar.com,NOSCHOLARPAGE,asia,in
S. R. Sathe,VNIT Nagpur,https://vnit.ac.in/engineering/cse/dr-s-r-sathe,NOSCHOLARPAGE,asia,in
S. Raja 0001,IIT Tirupati,https://iittp.ac.in/dr-s-raja,u_u7LggAAAAJ,asia,in
S. Rao Kosaraju,Johns Hopkins University,http://www.cs.jhu.edu/~kosaraju,NOSCHOLARPAGE,north america,us
S. S. Iyengar 0001,Florida International University,http://users.cis.fiu.edu/~iyengar,eNONM8AAAAAJ,north america,us
S. Shaheen Fatima,Loughborough University,https://www.lboro.ac.uk/departments/compsci/staff/academic-teaching/shaheen-fatima,KqRKHv4AAAAJ,europe,gb
S. Shankar Sastry,Univ. of California - Berkeley,http://robotics.eecs.berkeley.edu/~sastry,KgZxzjsAAAAJ,north america,us
S. Sitharama Iyengar,Florida International University,http://users.cis.fiu.edu/~iyengar,eNONM8AAAAAJ,north america,us
S. Srinivasa Rao 0001,Seoul National University,http://tcs.snu.ac.kr/members/ssrao,ZFDS3bEAAAAJ,asia,kr
S. Sudarshan 0001,IIT Bombay,https://www.cse.iitb.ac.in/~sudarsha,KtP9-zYAAAAJ,asia,in
S. V. N. Vishwanathan,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/vishy,tqcSvFIAAAAJ,north america,us
S. V. Rao,IIT Guwahati,https://www.iitg.ernet.in/svrao,4NoqGCEAAAAJ,asia,in
S.-H. Gary Chan,HKUST,https://home.cse.ust.hk/~gchan,uiCSOycAAAAJ,asia,hk
Saad Biaz,Auburn University,http://www.eng.auburn.edu/users/sbiaz,B4fHhe0AAAAJ,north america,us
Saad Hassan,Tulane University,https://sse.tulane.edu/cs/faculty/hassan,oy6dZIIAAAAJ,north america,us
Saad Mneimneh,CUNY,http://www.cs.hunter.cuny.edu/~saad,8dRxlUsAAAAJ,north america,us
Saadia Gabriel,Univ. of California - Los Angeles,https://saadiagabriel.com,VrFFU84AAAAJ,north america,us
Saba Alimadadi,Simon Fraser University,http://www.ece.ubc.ca/~saba,zqiilhcAAAAJ,north america,ca
Saba Eskandarian,University of North Carolina,https://www.cs.unc.edu/~saba,WncvzksAAAAJ,north america,us
Sabarish V. Babu,Clemson University,http://sbabu.people.clemson.edu,72RvQTgAAAAJ,north america,us
Saber Salehkaleybar,Leiden University,https://sabersalehk.github.io,-f0AwZcAAAAJ,europe,nl
Sabine Bergler,Concordia University,http://www.cs.concordia.ca/~bergler,o4FjPMIAAAAJ,north america,ca
Sabine Glesner,TU Berlin,https://www.sese.tu-berlin.de/menue/ueber_uns/team/sabine_glesner,fIL76aIAAAAJ,europe,de
Sabine Oechsner,VU Amsterdam,https://soechsner.de,KQjMMacAAAAJ,europe,nl
Sabine Roller,TU Dresden,https://www.dlr.de/en/sp,t0bQs8oAAAAJ,europe,de
Sabine Schulte im Walde,University of Stuttgart,https://www.ims.uni-stuttgart.de/institut/mitarbeiter/schulte,kObRYIAAAAAJ,europe,de
Sabine Süsstrunk,EPFL,http://ivrl.epfl.ch/people/susstrunk,EX3OYP4AAAAJ,europe,ch
Sabine Timpf,University of Augsburg,https://www.uni-augsburg.de/en/fakultaet/fai/geo/prof/geoinf/geoinf-team/s-timpf,LT_XljUAAAAJ,europe,de
Sabrina M. Neuman,Boston University,https://sites.bu.edu/sneuman,5OVcAw4AAAAJ,north america,us
Sabrina Marczak,PUC-RS,http://www.inf.pucrs.br/sabrina.marczak/SabrinaMarczak/Welcome.html,tjnEfX4AAAAJ,southamerica,br
Sabrina Senatore,University of Salerno,http://docenti.unisa.it/005133/home,dkBV8b8AAAAJ,europe,it
Sabrina de Azevedo Silveira,Universidade Federal de Viçosa,http://homepages.dcc.ufmg.br%2C~sabrinas,NOSCHOLARPAGE,southamerica,br
Sabyasachi Karati,ISI Kolkata,https://www.isical.ac.in/~skarati,NOSCHOLARPAGE,asia,in
Sachin Chaudhari,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/sachin.chaudhari,vowwEQgAAAAJ,asia,in
Sachin Kumar,Ohio State University,https://shocheen.com,qO38fRIAAAAJ,north america,us
Sachit Rao,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=SachitRao,NOSCHOLARPAGE,asia,in
Sadam Ravichandra,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/16342,JFldEvMAAAAJ,asia,in
Sadao Kurohashi,Kyoto University,http://nlp.ist.i.kyoto-u.ac.jp/member/kuro/index.html,gpKS5P0AAAAJ,asia,jp
Sadegh Talebi,University of Copenhagen,https://di.ku.dk/english/staff/vip/researchers_ml/?pure=en/persons/673024,Q4_AHDYAAAAJ,europe,dk
Sadek Belamfedel Alaoui,Mohammed VI Polytechnic University,https://cc.um6p.ma/people/Sadek.ALAOUI,bnml-uYAAAAJ,africa,ma
Sadia Sharmin,BUET,https://cse.buet.ac.bd/faculty_list/detail/sadia,NOSCHOLARPAGE,asia,bd
Sadie Creese,University of Oxford,http://www.cs.ox.ac.uk/sadie.creese,hZ3DmHkAAAAJ,europe,gb
Sadik Fikret Gürgen,Boğaziçi University,https://www.cmpe.boun.edu.tr/~gurgen,B8EWl8gAAAAJ,europe,tr
Saeed Boorboor,University of Illinois at Chicago,https://saeedboorboor.github.io,xwoLr1sAAAAJ,north america,us
Saeed Hassanpour,Dartmouth College,https://www.hassanpourlab.com,vkFXULkAAAAJ,north america,us
Saeed Lotfifard,Washington State University,http://eecs.wsu.edu/~lotfi,NOSCHOLARPAGE,north america,us
Saeed Mehraban,Tufts University,https://sites.google.com/view/saeedmehraban/about,tVif3VUAAAAJ,north america,us
Saeed Parsa,IUST,http://www.iust.ac.ir/page.php?slct_pg_id=717&sid=14&slc_lang=en,uONxvOwAAAAJ,asia,ir
Saeed Rajput,Nova Southeastern University,http://www.nova.edu/~rajput,NOSCHOLARPAGE,north america,us
Saeed Salem,North Dakota State University,http://www.cs.ndsu.nodak.edu/~ssalem,IBf9TWsAAAAJ,north america,us
Saeed Samet,University of Windsor,http://www.uwindsor.ca/science/computerscience/1052/dr-saeed-samet,XVnPhgMAAAAJ,north america,ca
Saeid Belkasim,Georgia State University,https://grid.cs.gsu.edu/belkasim,NOSCHOLARPAGE,north america,us
Saeid Hassanpour,Dartmouth College,https://www.hassanpourlab.com,vkFXULkAAAAJ,north america,us
Saeid Mehrkanoon,University of Queensland,http://researchers.uq.edu.au/researcher/14135,NOSCHOLARPAGE,australasia,au
Saeid Nooshabadi,Michigan Technological University,https://www.mtu.edu/data-science/people-groups/faculty/nooshabadi,NOSCHOLARPAGE,north america,us
Saeid Sanei,VinUniversity,https://www.saeidsanei.com,zUaubUQAAAAJ,asia,vn
Saeid Tizpaz-Niari,University of Illinois at Chicago,https://tizpaz.github.io,eQnKAqsAAAAJ,north america,us
Saewoong Bahk,Seoul National University,http://netlab.snu.ac.kr/~sbahk,QQ8diWkAAAAJ,asia,kr
Safwan Wshah,University of Vermont,https://www.uvm.edu/cems/cs/profiles/safwan-wshah,7fk521IAAAAJ,north america,us
Sageev Oore,Dalhousie University,https://www.dal.ca/faculty/computerscience/faculty-staff/sageev-oore.html,cI0dYX4AAAAJ,north america,ca
Sagie Benaim,Hebrew University of Jerusalem,https://www.cs.huji.ac.il/~sagieb,-zSM2I8AAAAJ,europe,il
Sagnik Mukhopadhyay,University of Sheffield,https://sagnikm.github.io,9JQnLLoAAAAJ,europe,gb
Sagnik Ray Choudhury,University of North Texas,https://facultyinfo.unt.edu/faculty-profile?profile=sr2004,xl5b_vcAAAAJ,north america,us
Saguy Benaim,Hebrew University of Jerusalem,https://www.cs.huji.ac.il/~sagieb,-zSM2I8AAAAJ,europe,il
Sahand N. Negahban,Yale University,http://www.stat.yale.edu/~snn7,3p-KQUwAAAAJ,north america,us
Sahand Negahban,Yale University,http://www.stat.yale.edu/~snn7,3p-KQUwAAAAJ,north america,us
Sahar Al Seesi,University of Connecticut,http://dna.engr.uconn.edu/?page_id=199,s6xZ-pwAAAAJ,north america,us
Sahar Al-Sudani,King's College London,https://www.kcl.ac.uk/people/sahar-al-sudani,6Y4cGQsAAAAJ,europe,gb
Sahar S. Shabanah,King Abdulaziz University,http://sshabana.kau.edu.sa/Default.aspx?Site_ID=0003166&lng=EN,NOSCHOLARPAGE,asia,sa
Saher S. Manaseer,University of Jordan,http://www.just.edu.jo/~masadeh/pages/pup.htm,Hy2l2bcAAAAJ,asia,jo
Sahil Singla 0001,Georgia Institute of Technology,https://www.cc.gatech.edu/~ssingla7,BHZT068AAAAJ,north america,us
Sahin Albayrak,TU Berlin,https://www.eecs.tu-berlin.de/menue/einrichtungen/professuren/professorinnen/albayrak,K7BOZUAAAAAJ,europe,de
Sahra Sedigh,Missouri University of Technology,http://web.mst.edu/~sedighs,NOSCHOLARPAGE,north america,us
Sahra Sedigh Sarvestani,Missouri University of Technology,http://web.mst.edu/~sedighs,NOSCHOLARPAGE,north america,us
Sahra Sedigh-Ali,Missouri University of Technology,http://web.mst.edu/~sedighs,NOSCHOLARPAGE,north america,us
Sai Kit Yeung,HKUST,http://www.saikit.org,16iMMwwAAAAJ,asia,hk
Sai Praneeth Karimireddy,University of Southern California,https://spkreddy.org,wKJeOQoAAAAJ,north america,us
Sai Praneeth Reddy Karimireddy,University of Southern California,https://spkreddy.org,wKJeOQoAAAAJ,north america,us
Sai Qian Zhang,New York University,https://www.saiqianzhang.com,kcCZkTwAAAAJ,north america,us
Sai Swaminathan,University of Tennessee,https://eecs.utk.edu/people/sai-swaminathan,OYYNyjIAAAAJ,north america,us
Sai Wu,Zhejiang University,http://mypage.zju.edu.cn/en/wusai,RMaqDKAAAAAJ,asia,cn
Sai-Keung Wong,National Chiao Tung University,http://www.cs.nctu.edu.tw/~cswingo,QSh468sAAAAJ,asia,tw
Sai-Kit Yeung,HKUST,http://www.saikit.org,16iMMwwAAAAJ,asia,hk
Saibal Mukhopadhyay,Georgia Institute of Technology,https://greenlab.ece.gatech.edu/members/professor,5KRtMEkAAAAJ,north america,us
Saifuddin Md. Tareeq,University of Dhaka,https://du.ac.bd/body/faculty_details/CSE/1767,NVhNaugAAAAJ,asia,bd
Saiganesh Swaminathan,University of Tennessee,https://eecs.utk.edu/people/sai-swaminathan,OYYNyjIAAAAJ,north america,us
Saikat Dutta 0001,Cornell University,https://www.cs.cornell.edu/~saikatd,-Y3XqDQAAAAJ,north america,us
Saining Xie,New York University,https://www.sainingxie.com,Y2GtJkAAAAAJ,north america,us
Sainyam Galhotra,Cornell University,http://sainyamgalhotra.com,0_9V8PgAAAAJ,north america,us
Saiph Savage,Northeastern University,http://www.saiph.org,GHGHYZAAAAAJ,north america,us
Sajal K. Das 0001,Missouri University of Technology,https://sites.google.com/a/mst.edu/sdas,mbaG-mQAAAAJ,north america,us
Sajal Kumar Das 0001,Missouri University of Technology,https://sites.google.com/a/mst.edu/sdas,mbaG-mQAAAAJ,north america,us
Sajedul Rahim Talukder,SIU Carbondale,https://www2.cs.siu.edu/~stalukder,VJl925AAAAAJ,north america,us
Sajedul Talukder,SIU Carbondale,https://www2.cs.siu.edu/~stalukder,VJl925AAAAAJ,north america,us
Sajin Koroth,University of Victoria,https://web.uvic.ca/~skoroth,Tf_natAAAAAJ,north america,ca
Sajith Gopalan,IIT Guwahati,http://www.iitg.ernet.in/sajith,Ukp9zWcAAAAJ,asia,in
Sajjad Haider,University of Technology Sydney,https://www.uts.edu.au/staff/stephen.wozniak,lTVB7qUAAAAJ,australasia,au
Sajjan G. Shiva,University of Memphis,https://www.memphis.edu/cs/people/faculty_pages/sajjan-shiva.php,rDMVc08AAAAJ,north america,us
Saket Anand,IIIT Delhi,https://www.iiitd.ac.in/anands,YmYvVEQAAAAJ,asia,in
Saket Saurabh 0001,IMSc,http://www.imsc.res.in/~saket,SB7uTZoAAAAJ,asia,in
Saketha Nath Jagarlapudi,IIT Hyderabad,http://www.iith.ac.in/~saketha,k70LrvsAAAAJ,asia,in
Sakir Sezer,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=s.sezer,2l3evCsAAAAJ,europe,gb
Sakire Arslan Ay,Washington State University,https://school.eecs.wsu.edu/people/faculty/sakire-arslan-ay,NOSCHOLARPAGE,north america,us
Saku Sugawara,National Institute of Informatics,https://www.nii.ac.jp/en/faculty/digital_content/sugawara_saku,1nun9kgAAAAJ,asia,jp
Saladi Rahul,IISc Bangalore,https://drona.csa.iisc.ac.in/~saladi,CuqCFEYAAAAJ,asia,in
Salamah Salamah,University of Texas - El Paso,http://www.cs.utep.edu/isalamah,NOSCHOLARPAGE,north america,us
Saleem Bhatti,University of St Andrews,https://saleem.host.cs.st-andrews.ac.uk,0JYLOawAAAAJ,europe,gb
Saleem N. Bhatti,University of St Andrews,https://saleem.host.cs.st-andrews.ac.uk,0JYLOawAAAAJ,europe,gb
Saleh Al-Sharaeh,University of Jordan,http://eacademic.ju.edu.jo/ssharaeh,7zZ86FsAAAAJ,asia,jo
Salem Lahlou,MBZUAI,https://mbzuai.ac.ae/study/faculty/salem-lahlou,xLSkCrIAAAAJ,asia,ae
Salih Murat Egi,Galatasaray University,https://avesis.gsu.edu.tr/megi,NOSCHOLARPAGE,europe,tr
Salil Kanhere,UNSW,http://www.cse.unsw.edu.au/~salilk,sgqmaPMAAAAJ,australasia,au
Salil P. Vadhan,Harvard University,http://www.eecs.harvard.edu/~salil,37frPb8AAAAJ,north america,us
Salil S. Kanhere,UNSW,http://www.cse.unsw.edu.au/~salilk,sgqmaPMAAAAJ,australasia,au
Salil Subhash Kanhere,UNSW,http://www.cse.unsw.edu.au/~salilk,sgqmaPMAAAAJ,australasia,au
Salles V. G. Magalhães,Universidade Federal de Viçosa,http://www2.dpi.ufv.br/?page_id=548,9xmUqzUAAAAJ,southamerica,br
Salles Viana Gomes Magalhães,Universidade Federal de Viçosa,http://www2.dpi.ufv.br/?page_id=548,9xmUqzUAAAAJ,southamerica,br
Salles Viana Gomes de Magalhães,Universidade Federal de Viçosa,http://www2.dpi.ufv.br/?page_id=548,9xmUqzUAAAAJ,southamerica,br
Sally A. Fincher,University of Kent,https://www.cs.kent.ac.uk/people/staff/saf,CwnKRzMAAAAJ,europe,gb
Sally Fincher,University of Kent,https://www.cs.kent.ac.uk/people/staff/saf,CwnKRzMAAAAJ,europe,gb
Sally Jo Cunningham,University of Waikato,http://www.cms.waikato.ac.nz/people/sallyjo,IIwwrfcAAAAJ,australasia,nz
Salman Avestimehr,University of Southern California,https://www.avestimehr.com,Qhe5ua0AAAAJ,north america,us
Salman H. Khan 0001,MBZUAI,https://salman-h-khan.github.io,M59O9lkAAAAJ,asia,ae
Salman Hameed Khan,MBZUAI,https://salman-h-khan.github.io,M59O9lkAAAAJ,asia,ae
Salman Khan 0001,MBZUAI,https://salman-h-khan.github.io,M59O9lkAAAAJ,asia,ae
Salsabeel F. M. AlFalah,University of Jordan,http://ieeexplore.ieee.org/document/6918271,AIQFoMkAAAAJ,asia,jo
Saluka R. Kodituwakku,University of Peradeniya,https://sci.pdn.ac.lk/scs/staff/Saluka-Kodituwakku,PwZyjZUAAAAJ,asia,lk
Salvatore J. Stolfo,Columbia University,http://www.cs.columbia.edu/~sal,DknsgF8AAAAJ,north america,us
Salvatore La Torre,University of Salerno,http://www.di.unisa.it/professori/latorre,aWRR6EAAAAAJ,europe,it
Salvatore Pontarelli,Sapienza University of Rome,https://www.di.uniroma1.it/it/docenti/pontarelli-salvatore,iTWBxPMAAAAJ,europe,it
Salvatore Rampone,University of Sannio,https://www.unisannio.it/it/users/salvatore-rampone,SONRi2UAAAAJ,europe,it
Salvatore Riccobene,University of Catania,https://dmi.unict.it/docenti/salvatore.antonio.riccobene,NOSCHOLARPAGE,europe,it
Salvatore Romeo,Qatar Computing Research Institute,http://www.qcri.org/our-people/bio?pid=242&amp;par=acc&amp;name=SalvatoreRomeo,rE8OSHwAAAAJ,asia,qa
Salvatore Ruggieri,University of Pisa,http://www.di.unipi.it/~ruggieri,q41ZMpAAAAAJ,europe,it
Sam Buss,Univ. of California - San Diego,http://www.math.ucsd.edu/~sbuss,HlXPvCoAAAAJ,north america,us
Sam Guinea,Politecnico di Milano,http://home.deib.polimi.it/guinea,NOSCHOLARPAGE,europe,it
Sam H. Noh,Virginia Tech,https://next.cs.vt.edu,i5lr8uEAAAAJ,north america,us
Sam Hopkins 0001,Massachusetts Institute of Technology,https://www.samuelbhopkins.com,E_a3VB4AAAAJ,north america,us
Sam Kamin,Univ. of Illinois at Urbana-Champaign,https://kamin.cs.illinois.edu,NOSCHOLARPAGE,north america,us
Sam Kriegman,Northwestern University,https://skriegman.github.io,DCIwaLwAAAAJ,north america,us
Sam Kumar,Univ. of California - Los Angeles,https://www.samkumar.org,a9uH1SYAAAAJ,north america,us
Sam Kwong,City University of Hong Kong,https://scholars.cityu.edu.hk/en/persons/tak-wu-sam-kwong(ecda1ded-9af7-4abf-8985-e0d1d65be69f).html,_PVI6EAAAAAJ,asia,hk
Sam Lau,Univ. of California - San Diego,https://www.samlau.me,lZrWotMAAAAJ,north america,us
Sam Lindley,University of Edinburgh,https://homepages.inf.ed.ac.uk/slindley,0cB7Ky4AAAAJ,europe,gb
Sam Madden 0001,Massachusetts Institute of Technology,http://db.csail.mit.edu/madden,a1ngrCIAAAAJ,north america,us
Sam Malek,Univ. of California - Irvine,http://www.ics.uci.edu/~malek,qrCVP0YAAAAJ,north america,us
Sam Staton,University of Oxford,http://www.cs.ox.ac.uk/people/samuel.staton/main.html,4ZGaYlIAAAAJ,europe,gb
Sam Tak-Wu Kwong,City University of Hong Kong,https://scholars.cityu.edu.hk/en/persons/tak-wu-sam-kwong(ecda1ded-9af7-4abf-8985-e0d1d65be69f).html,_PVI6EAAAAAJ,asia,hk
Sam Tobin-Hochstadt,Indiana University,http://www.ccs.neu.edu/home/samth,vMSSQbAAAAAJ,north america,us
Sam Toueg,University of Toronto,http://www.cs.toronto.edu/theory/People.html,NOSCHOLARPAGE,north america,ca
Sam Westrick,New York University,https://cs.nyu.edu/~shw8119,RVeOcIgAAAAJ,north america,us
Saman A. Zonouz,Georgia Institute of Technology,https://sites.google.com/site/samanzonouz4n6,kgFnNewAAAAJ,north america,us
Saman P. Amarasinghe,Massachusetts Institute of Technology,http://people.csail.mit.edu/saman,cF6i_goAAAAJ,north america,us
Saman Zonouzsaman,Georgia Institute of Technology,https://sites.google.com/site/samanzonouz4n6/saman-zonouz,kgFnNewAAAAJ,north america,us
Samantha Kleinberg,Stevens Institute of Technology,http://www.skleinberg.org,WIRLT4UAAAAJ,north america,us
Samantha M. W. Wood,Indiana University,https://luddy.indiana.edu/contact/profile/index.html?Samantha_Wood,LduPsQ4AAAAJ,north america,us
Samantha Marie Waters Wood,Indiana University,https://luddy.indiana.edu/contact/profile/index.html?Samantha_Wood,LduPsQ4AAAAJ,north america,us
Samantha Reig,University of Massachusetts Lowell,https://samreig.com,bn1UzGAAAAAJ,north america,us
Samar Agnihotri,IIT Mandi,http://faculty.iitmandi.ac.in/~samar,qZkww5oAAAAJ,asia,in
Samaresh Bera,IIT Jammu,https://www.iitjammu.ac.in/computer_science_engineering/faculty-list/~samareshbera,avYKpzAAAAAJ,asia,in
Samarjit Chakraborty,University of North Carolina,https://www.cs.unc.edu/~samarjit,ez7zZa8AAAAJ,north america,us
Sambuddho Chakravarty,IIIT Delhi,https://www.iiitd.ac.in/sambuddho,8CJgHUIAAAAJ,asia,in
Sameem Abdul Kareem,University of Malaya,https://umexpert.um.edu.my/sameem,Rl2ebS4AAAAJ,asia,my
Sameem Binti Abdul Kareem,University of Malaya,https://umexpert.um.edu.my/sameem,Rl2ebS4AAAAJ,asia,my
Sameer G. Kulkarni,IIT Gandhinagar,https://iitgn.ac.in/faculty/cse/sameer,CnPfKYUAAAAJ,asia,in
Sameer Patil,University of Utah,https://www.sameerpatil.com,JGEniHoAAAAJ,north america,us
Samer Al-Kiswany,University of Waterloo,https://cs.uwaterloo.ca/~alkiswan,t7n06tsAAAAJ,north america,ca
